eta_angles,0,4,9,14,18,23,28,33,37,42,47,52,56,61,66,71,75,80,85,90
error_probabilities,0.3333366666666666,0.33543333333333336,0.3421533333333333,0.35281666666666667,0.39422,0.38622999999999996,0.40776,0.4231233333333333,0.41524666666666665,0.41518,0.41513333333333335,0.43618333333333337,0.41640999999999995,0.42623999999999995,0.4382933333333333,0.4368666666666666,0.41503333333333337,0.42923999999999995,0.4150466666666667,0.41425999999999996
error_probabilities_validated,0.3333423333333333,0.33569000000000004,0.3425073333333334,0.35342399999999996,0.3940583333333333,0.3877043333333333,0.40926799999999997,0.42293899999999995,0.41672600000000004,0.41664766666666664,0.4166626666666666,0.43653699999999995,0.4167726666666667,0.42669,0.4382976666666667,0.43724433333333335,0.416589,0.42901866666666666,0.41669766666666663,0.4162286666666667
success_probabilities_validated,0.6666576666666667,0.66431,0.6574926666666666,0.646576,0.6059416666666667,0.6122956666666667,0.590732,0.577061,0.583274,0.5833523333333334,0.5833373333333334,0.563463,0.5832273333333333,0.57331,0.5617023333333333,0.5627556666666667,0.583411,0.5709813333333333,0.5833023333333334,0.5837713333333333
upper_fidelities,0.45534180126147944,0.4958242101006544,0.5337425344503023,0.5692511624833496,0.6247671484450714,0.6330170248898908,0.6590622153338078,0.7349304099752862,0.7015787390599684,0.717693706474539,0.7300504175294239,0.7735018032675878,0.7431402390537318,0.7705344593187922,0.8230723620225437,0.7876237306195355,0.7222323617662314,0.7106413565522074,0.6887975168389788,0.6666666693962734
lower_fidelities,0.055555555555555525,0.059718606855315194,0.06412347256977535,0.06867904604532879,0.07642024863764438,0.07790679944798456,0.0820748712815922,0.09586098685745392,0.08935516138643154,0.09227180865840649,0.09456696778777489,0.10364442441218404,0.09705362994613273,0.10291549900655114,0.11528634000103707,0.10690894967092726,0.0931088742875909,0.09101059219893073,0.08710343745027693,0.08333333424320227
eta0_success_probabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2591253333333333,0.24994066666666667,0.250025,0.250005,0.247631,0.25008933333333333,0.24995233333333333,0.256683,0.246055,0.25007766666666664,0.238703,0.249969,0.25008566666666665
eta1_success_probabilities,0.3333273333333333,0.33331733333333335,0.333304,0.333324,0.30495266666666665,0.333308,0.332827,0.31793566666666667,0.3333333333333333,0.3333273333333333,0.33333233333333334,0.315832,0.333138,0.32335766666666665,0.3050193333333333,0.3167006666666667,0.3333333333333333,0.33227833333333334,0.3333333333333333,0.19041333333333332
eta2_success_probabilities,0.33333033333333334,0.33099266666666666,0.3241886666666667,0.313252,0.300989,0.2789876666666667,0.257905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14327233333333333
eta_assigned_state_00,None,$\eta1$,$\eta1$,None,$\eta2$,$\eta1$,$\eta2$,$\eta1$,None,$\eta1$,$\eta0$,$\eta0$,None,$\eta0$,$\eta0$,$\eta1$,$\eta0$,$\eta1$,$\eta0$,$\eta0$
eta_assigned_state_01,None,$\eta2$,$\eta2$,None,$\eta1$,$\eta2$,$\eta1$,$\eta1$,$\eta0$,$\eta0$,$\eta1$,$\eta1$,None,$\eta1$,$\eta1$,$\eta1$,$\eta1$,$\eta0$,$\eta1$,$\eta1$
eta_assigned_state_10,$\eta2$,$\eta1$,$\eta2$,$\eta1$,$\eta2$,$\eta1$,$\eta1$,$\eta1$,$\eta1$,$\eta1$,$\eta0$,$\eta1$,$\eta0$,$\eta1$,$\eta1$,$\eta1$,$\eta0$,$\eta1$,None,$\eta2$
eta_assigned_state_11,$\eta1$,$\eta2$,$\eta1$,$\eta2$,$\eta1$,$\eta2$,$\eta2$,$\eta0$,$\eta0$,$\eta0$,$\eta1$,$\eta1$,$\eta1$,$\eta1$,$\eta1$,$\eta0$,$\eta1$,$\eta1$,None,$\eta0$
counts_00_eta0,**0,155086,232454,**0,596697,249952,406341,12169,**0,562,**748098,**742893,**0,**749857,**770049,72226,**428731,72340,**749907,**428878
counts_00_eta1,0,**619226,**925843,0,15649,**996023,748,**112747,0,**2339,2,52504,0,29927,84942,**285100,0,**295243,0,0
counts_00_eta2,0,4367,25418,0,**700018,162324,**419031,12462,0,1005,457875,437840,0,286682,310212,238063,34518,283438,6914,0
counts_01_eta0,**0,468857,697479,**0,91830,747881,124068,39103,**1,**3402,249486,103111,**0,115279,169994,82627,142814,**716109,250093,142857
counts_01_eta1,0,29,8,0,**359329,23,**497855,**161098,0,16,**998421,**425444,0,**451668,**704806,**228298,**571964,3165,**1000000,**571240
counts_01_eta2,0,**621722,**905164,0,41033,**835707,112509,46226,0,2302,540089,240625,0,341216,563100,189289,536920,31048,993086,570183
counts_10_eta0,750080,95424,51340,249914,179943,1043,125450,171352,250178,249363,**1917,35602,**750268,66970,53191,106982,**321502,115498,**0,106886
counts_10_eta1,18,**380726,80,**999972,69493,**3901,**500626,**679962,**1000000,**997643,1,**62872,586,**298162,**80937,**436704,0,**339056,0,428760
counts_10_eta2,**999991,2655,**67402,60244,**202949,713,113776,204539,377629,457821,1072,47292,299790,200130,77229,360605,25595,332185,0,**429817
