eta_angles,0,4,9,14,18,23,28,33,37,42,47,52,56,61,66,71,75,80,85,90
eta_assigned_state_10,$\eta2$,$\eta2$,$\eta2$,$\eta2$,$\eta2$,$\eta2$,$\eta2$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$
eta_assigned_state_11,$\eta2$,$\eta2$,None,None,$\eta2$,None,$\eta2$,None,$\eta0$,None,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,None,$\eta0$,$\eta0$,None
counts_00_eta0,2050,239360,250536,249931,249531,249609,248682,249913,250201,250267,226080,124156,34575,232409,247095,248544,249941,60870,250265,249860
counts_00_eta1,**8064,**957669,**999987,**999925,**997165,**999679,**991508,**1000000,**999997,**1000000,**905559,**496358,**138630,**927814,**990086,**996128,**1000000,**243588,**999965,**1000000
counts_00_eta2,3,6689,27045,60217,105381,161861,224726,299167,377314,458702,489896,308455,96380,716856,830381,891357,939738,237637,993236,1000000
counts_01_eta0,247906,10635,**0,**0,709,**0,1824,**0,0,**0,23770,125968,214997,18113,2442,972,**0,189498,11,**0
counts_01_eta1,**991911,**42249,0,0,**2689,0,**7101,0,**3,0,**94441,**503628,**861370,**72186,**9914,**3810,0,**756412,**35,0
counts_01_eta2,33,314,0,0,315,0,1641,0,0,0,51513,314478,604184,55869,8479,3418,0,735066,34,0
counts_10_eta0,6129,718360,749464,750069,748246,750391,743083,**750087,**749798,**749733,**679313,**372396,**103400,**695451,**742890,**746563,**750059,**182171,**749699,**750140
counts_10_eta1,1,79,13,75,85,321,251,0,0,0,0,7,0,0,0,0,0,0,0,0
counts_10_eta2,**7962,**951272,**972955,**939783,**892525,**838139,**767050,700833,622685,541298,415181,187106,41247,210848,159504,104412,60262,6795,6730,0
counts_11_eta0,743915,31645,**0,**0,1514,**0,6411,**0,**1,**0,**70837,**377480,**647028,**54027,**7573,**3921,**0,**567461,**25,**0
counts_11_eta1,24,3,0,0,61,0,1140,0,0,0,0,7,0,0,0,62,0,0,0,0
counts_11_eta2,**992002,**41725,0,0,**1779,0,**6583,0,1,0,43410,189961,258189,16427,1636,813,0,20502,0,0
total_counts,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000
