eta_angles,0,4,9,14,18,23,28,33,37,42,47,52,56,61,66,71,75,80,85,90
error_probabilities,0.4108333333333334,0.4162,0.41346666666666665,0.4551333333333333,0.4143,0.4153,0.43846666666666667,0.41369999999999996,0.4419333333333333,0.4165,0.43610000000000004,0.41356666666666664,0.4124,0.43746666666666667,0.38483333333333336,0.36663333333333337,0.3517,0.34199999999999997,0.33543333333333336,0.35929999999999995
error_probabilities_validated,0.4170353333333333,0.41715199999999997,0.4168746666666666,0.4539996666666667,0.41769766666666663,0.41694033333333336,0.43981233333333336,0.4174766666666667,0.4439646666666667,0.4172273333333333,0.43867466666666666,0.41724966666666663,0.4170716666666666,0.439225,0.38711033333333333,0.36850266666666665,0.3536653333333334,0.34269000000000005,0.33577100000000004,0.3601203333333334
success_probabilities_validated,0.5829646666666667,0.582848,0.5831253333333334,0.5460003333333333,0.5823023333333334,0.5830596666666666,0.5601876666666666,0.5825233333333333,0.5560353333333333,0.5827726666666667,0.5613253333333333,0.5827503333333334,0.5829283333333334,0.560775,0.6128896666666667,0.6314973333333334,0.6463346666666666,0.65731,0.664229,0.6398796666666666
upper_fidelities,0.6691754178167766,0.6900925269635729,0.7074376498066629,0.7831489963853866,0.7354029300429615,0.7409436417505653,0.7655044530171822,0.7445970984040639,0.7556239294102686,0.7303508105725919,0.7464523299202775,0.7020009097194095,0.6830196261235828,0.6809803809344569,0.6319249457999268,0.6023021274962431,0.5701172424325016,0.5348709040727315,0.49745891715828683,0.5404560360027177
lower_fidelities,0.08375303203529819,0.0873339121118188,0.09040595520573276,0.10592284111352764,0.0955933096029293,0.0966391341658397,0.10169952387083264,0.09735064582272197,0.09966785039044859,0.09462698604514998,0.09800303744683067,0.08943322031589901,0.08610640771130218,0.08576433411764038,0.07774388671960505,0.07329298658684928,0.06877561439884194,0.06422003502058367,0.0598009559867778,0.06180390862696975
eta0_success_probabilities,0.18251566666666666,0.332357,0.33329033333333336,0.30900266666666665,0.332192,0.33278833333333335,0.3293763333333333,0.33215133333333335,0.309842,0.33298833333333333,0.32698933333333335,0.33286933333333335,0.3328116666666667,0.30199966666666667,0.33331266666666665,0.3332583333333333,0.333101,0.33310133333333336,0.33310066666666666,0.3115616666666667
eta1_success_probabilities,0.25056433333333333,0.250491,0.249835,0.23699766666666666,0.2501103333333333,0.25027133333333335,0.23081133333333334,0.250372,0.24619333333333332,0.24978433333333333,0.234336,0.249881,0.25011666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eta2_success_probabilities,0.14988466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25877533333333336,0.279577,0.298239,0.3132336666666667,0.32420866666666665,0.33112833333333336,0.328318
eta_assigned_state_00,$\eta1$,$\eta0$,$\eta0$,$\eta1$,$\eta0$,$\eta0$,$\eta1$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta1$,$\eta1$,$\eta0$,$\eta0$,$\eta2$,$\eta0$,$\eta2$,$\eta2$,$\eta2$
eta_assigned_state_01,$\eta2$,$\eta1$,$\eta1$,$\eta0$,$\eta1$,$\eta1$,$\eta0$,$\eta1$,$\eta0$,$\eta1$,$\eta1$,$\eta0$,$\eta0$,$\eta2$,$\eta2$,$\eta0$,$\eta2$,$\eta0$,$\eta0$,$\eta2$
eta_assigned_state_10,$\eta1$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta0$,$\eta1$,$\eta0$,$\eta1$,$\eta0$,$\eta0$,$\eta1$,$\eta1$,$\eta0$,None,None,None,$\eta2$,$\eta0$,$\eta2$
eta_assigned_state_11,$\eta0$,$\eta1$,$\eta1$,$\eta1$,$\eta1$,$\eta1$,$\eta0$,$\eta1$,$\eta1$,$\eta1$,$\eta1$,$\eta0$,$\eta0$,$\eta2$,None,None,None,$\eta0$,$\eta2$,$\eta0$
counts_00_eta0,1389,**936849,**451875,20815,**618141,**13749,9242,**276457,**212738,**966788,**51191,283,885,**264974,**999938,225,**999303,649,442,29730
counts_00_eta1,**339000,233545,113070,**504334,154481,3475,**629568,69628,72005,242488,38904,**618183,**413867,73840,250746,750469,249559,691809,458621,205984
counts_00_eta2,1363,930347,438955,59430,552408,11527,195307,194539,140640,523743,41843,513787,386583,68047,161269,**894717,60299,**898160,**608308,**264069
counts_01_eta0,449354,686,64,**768005,2108,1613,**662029,2582,**716788,34,10975,**823611,**550626,37720,62,**999775,697,**922927,**611628,11169
counts_01_eta1,112106,**703712,**337746,224508,**465571,**12117,201383,**478915,189415,**724064,**21205,206761,137540,244179,749254,249531,750441,231306,153427,53081
counts_01_eta2,**449654,7154,12365,725574,67333,3692,524548,192750,452190,443402,16081,310676,165397,**251275,**838731,105283,**939701,25337,4083,**86368
counts_10_eta0,1710,**60222,**547996,**159003,**378435,**984616,2629,**719997,19964,**32177,**929777,1109,680,**641025,**0,**0,**0,47,**387674,24416
counts_10_eta1,**412693,14982,137425,64499,95188,245711,**62866,179256,**210653,8159,258088,**131460,**336483,171579,0,0,0,57867,97441,482792
counts_10_eta2,1674,59944,533753,151407,338862,825632,20799,503250,115613,17248,448733,109786,314218,155627,0,0,0,**74466,2532,**634517
counts_11_eta0,**547547,2243,65,52177,1316,22,**326100,964,50510,1001,8057,**174997,**447809,56281,**0,**0,**0,**76377,256,**934685
counts_11_eta1,136201,**47761,**411759,**206659,**284760,**738697,106183,**272201,**527927,**25289,**681803,43596,112110,510402,0,0,0,19018,290511,258143
counts_11_eta2,547309,2555,14927,63589,41397,159149,259346,109461,291557,15607,493343,65751,133802,**525051,0,0,0,2037,**385077,15046
total_counts,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000
